Statistik från Skolverket, https://www.skolverket.se

Grundskola - Personalstatistik med lärarlegitimation och behörighet
Valt läsår: 2023/24
Valt uttag: 2024-02-22

Från och med läsåret 2024/25 redovisas ingen statistik som baseras på färre än 3 st heltidstjänster för lärare.

;;;;;#Heltidstjänster;#Heltidstjänster;#Heltidstjänster;#Heltidstjänster;#Tjänstgörande lärare;#Tjänstgörande lärare;#Tjänstgörande lärare;#Tjänstgörande lärare;
Storuman;2421;Västerbottens län;24;Kommunal;47,7;31,5;66,1;5,7;62;43;69,4;6;
Storuman;2421;Västerbottens län;24;Statlig;1,5;0,4;26,1;.;2;1;50,0;.;
Strängnäs;0486;Södermanlands län;04;Samtliga;294,0;180,5;61,4;32,7;322;231;71,7;35;
Strängnäs;0486;Södermanlands län;04;Kommunal;174,6;113,5;65,0;17,2;193;148;76,7;18;
Strängnäs;0486;Södermanlands län;04;Enskild;119,4;67,1;56,2;15,5;131;85;64,9;17;
Strömstad;1486;Västra Götalands län;14;Samtliga;120,4;65,4;54,3;8,2;139;89;64,0;9;
Strömstad;1486;Västra Götalands län;14;Kommunal;120,4;65,4;54,3;8,2;139;89;64,0;9;
Strömsund;2313;Jämtlands län;23;Samtliga;98,9;52,1;52,7;5,8;115;72;62,6;6;
Strömsund;2313;Jämtlands län;23;Kommunal;98,9;52,1;52,7;5,8;115;72;62,6;6;
Sundbyberg;0183;Stockholms län;01;Samtliga;302,6;224,2;74,1;40,4;331;270;81,6;46;
Sundbyberg;0183;Stockholms län;01;Kommunal;197,2;150,9;76,5;23,8;211;175;82,9;28;
Sundbyberg;0183;Stockholms län;01;Enskild;105,5;73,3;69,6;16,6;120;95;79,2;18;
Sundsvall;2281;Västernorrlands län;22;Samtliga;706,2;524,6;74,3;89,0;759;625;82,3;93;
Sundsvall;2281;Västernorrlands län;22;Kommunal;571,1;434,0;76,0;73,3;611;517;84,6;76;
Sundsvall;2281;Västernorrlands län;22;Enskild;135,2;90,6;67,1;15,7;151;110;72,8;17;
Sunne;1766;Värmlands län;17;Samtliga;109,5;71,7;65,5;13,3;134;99;73,9;15;
Sunne;1766;Värmlands län;17;Kommunal;102,6;66,3;64,7;12,7;123;93;75,6;14;
Sunne;1766;Värmlands län;17;Enskild;6,9;5,4;77,3;0,6;12;7;58,3;1;
Surahammar;1907;Västmanlands län;19;Samtliga;96,3;68,5;71,2;10,7;104;85;81,7;12;
Surahammar;1907;Västmanlands län;19;Kommunal;96,3;68,5;71,2;10,7;104;85;81,7;12;
Svalöv;1214;Skåne län;12;Samtliga;139,4;88,3;63,4;10,9;164;115;70,1;12;
Svalöv;1214;Skåne län;12;Kommunal;115,3;78,6;68,2;10,7;136;99;72,8;11;
Svalöv;1214;Skåne län;12;Enskild;24,1;9,8;40,5;0,2;29;17;58,6;1;
Svedala;1263;Skåne län;12;Samtliga;216,8;171,9;79,3;25,3;247;209;84,6;26;
Svedala;1263;Skåne län;12;Kommunal;211,8;167,1;78,9;25,3;237;199;84,0;26;
Svedala;1263;Skåne län;12;Enskild;5,0;4,7;94,9;.;10;10;100,0;.;
Svenljunga;1465;Västra Götalands län;14;Samtliga;91,4;61,1;66,9;11,0;98;78;79,6;11;
Svenljunga;1465;Västra Götalands län;14;Kommunal;89,5;59,7;66,7;11,0;93;73;78,5;11;
Svenljunga;1465;Västra Götalands län;14;Enskild;1,9;1,4;73,7;.;5;5;100,0;.;
Säffle;1785;Värmlands län;17;Samtliga;135,8;89,4;65,9;14,8;163;126;77,3;18;
Säffle;1785;Värmlands län;17;Kommunal;125,7;82,3;65,5;14,4;145;114;78,6;16;
Säffle;1785;Värmlands län;17;Enskild;10,0;7,1;71,3;0,4;20;14;70,0;2;
Säter;2082;Dalarnas län;20;Samtliga;96,3;71,1;73,9;12,1;115;89;77,4;15;
Säter;2082;Dalarnas län;20;Kommunal;96,3;71,1;73,9;12,1;115;89;77,4;15;
Sävsjö;0684;Jönköpings län;06;Samtliga;112,9;69,8;61,9;14,0;143;99;69,2;15;
Sävsjö;0684;Jönköpings län;06;Kommunal;102,8;64,2;62,4;13,1;130;91;70,0;14;
Sävsjö;0684;Jönköpings län;06;Enskild;10,1;5,6;55,8;0,9;13;8;61,5;1;
Söderhamn;2182;Gävleborgs län;21;Samtliga;192,7;110,6;57,4;18,0;224;159;71,0;20;
Söderhamn;2182;Gävleborgs län;21;Kommunal;178,0;105,4;59,2;18,0;203;152;74,9;20;
Söderhamn;2182;Gävleborgs län;21;Enskild;14,7;5,2;35,4;.;21;7;33,3;.;
Söderköping;0582;Östergötlands län;05;Samtliga;130,6;101,9;78,0;7,3;155;135;87,1;9;
Söderköping;0582;Östergötlands län;05;Kommunal;130,6;101,9;78,0;7,3;155;135;87,1;9;
Södertälje;0181;Stockholms län;01;Samtliga;739,4;513,9;69,5;108,2;809;646;79,9;111;
Södertälje;0181;Stockholms län;01;Kommunal;608,8;428,8;70,4;90,5;663;540;81,4;93;
Södertälje;0181;Stockholms län;01;Enskild;130,6;85,1;65,2;17,8;146;106;72,6;18;
Sölvesborg;1083;Blekinge län;10;Samtliga;154,2;119,1;77,3;21,6;173;148;85,5;23;
Sölvesborg;1083;Blekinge län;10;Kommunal;154,2;119,1;77,3;21,6;173;148;85,5;23;
Tanum;1435;Västra Götalands län;14;Samtliga;89,6;62,3;69,5;9,2;108;87;80,6;10;
Tanum;1435;Västra Götalands län;14;Kommunal;89,6;62,3;69,5;9,2;108;87;80,6;10;
Tibro;1472;Västra Götalands län;14;Samtliga;107,8;77,6;72,0;14,5;119;104;87,4;15;
Tibro;1472;Västra Götalands län;14;Kommunal;107,8;77,6;72,0;14,5;119;104;87,4;15;
Tidaholm;1498;Västra Götalands län;14;Samtliga;92,6;61,9;66,9;8,9;107;88;82,2;11;
Tidaholm;1498;Västra Götalands län;14;Kommunal;92,6;61,9;66,9;8,9;107;88;82,2;11;
Tierp;0360;Uppsala län;03;Samtliga;183,7;104,2;56,7;14,4;219;151;68,9;15;
Tierp;0360;Uppsala län;03;Kommunal;183,7;104,2;56,7;14,4;219;151;68,9;15;
Timrå;2262;Västernorrlands län;22;Samtliga;142,2;109,5;77,0;13,8;152;131;86,2;14;
Timrå;2262;Västernorrlands län;22;Kommunal;142,2;109,5;77,0;13,8;152;131;86,2;14;
Tingsryd;0763;Kronobergs län;07;Samtliga;89,1;58,4;65,6;8,9;109;81;74,3;10;
Tingsryd;0763;Kronobergs län;07;Kommunal;75,5;50,8;67,3;8,9;89;69;77,5;10;
Tingsryd;0763;Kronobergs län;07;Enskild;13,6;7,6;55,8;.;21;13;61,9;.;
Tjörn;1419;Västra Götalands län;14;Samtliga;113,7;85,9;75,6;14,1;135;119;88,1;15;
Tjörn;1419;Västra Götalands län;14;Kommunal;111,4;84,7;76,0;14,1;131;116;88,5;15;
Tjörn;1419;Västra Götalands län;14;Enskild;2,3;1,2;53,9;.;4;3;75,0;.;
Tomelilla;1270;Skåne län;12;Samtliga;98,3;72,4;73,6;12,4;116;93;80,2;15;
Tomelilla;1270;Skåne län;12;Kommunal;89,8;64,6;72,0;11,4;104;81;77,9;13;
Tomelilla;1270;Skåne län;12;Enskild;8,5;7,8;91,2;1,0;12;12;100,0;2;
Torsby;1737;Värmlands län;17;Samtliga;84,2;55,3;65,6;11,9;95;65;68,4;13;
Torsby;1737;Värmlands län;17;Kommunal;84,2;55,3;65,6;11,9;95;65;68,4;13;
Torsås;0834;Kalmar län;08;Samtliga;48,2;38,6;80,2;9,6;64;55;85,9;10;
Torsås;0834;Kalmar län;08;Kommunal;48,2;38,6;80,2;9,6;64;55;85,9;10;
Tranemo;1452;Västra Götalands län;14;Samtliga;98,1;77,5;79,0;6,0;115;97;84,3;7;
Tranemo;1452;Västra Götalands län;14;Kommunal;98,1;77,5;79,0;6,0;115;97;84,3;7;
Tranås;0687;Jönköpings län;06;Samtliga;172,1;128,0;74,4;20,2;200;162;81,0;24;
Tranås;0687;Jönköpings län;06;Kommunal;166,2;125,4;75,5;19,2;192;158;82,3;23;
Tranås;0687;Jönköpings län;06;Enskild;5,9;2,7;44,8;1,0;8;4;50,0;1;
Trelleborg;1287;Skåne län;12;Samtliga;319,6;214,4;67,1;37,1;366;289;79,0;39;
Trelleborg;1287;Skåne län;12;Kommunal;296,2;200,6;67,7;35,6;339;272;80,2;37;
Trelleborg;1287;Skåne län;12;Enskild;23,4;13,8;58,9;1,5;27;17;63,0;2;
Trollhättan;1488;Västra Götalands län;14;Samtliga;412,6;283,7;68,7;64,0;502;384;76,5;73;
Trollhättan;1488;Västra Götalands län;14;Kommunal;349,6;245,1;70,1;53,8;429;338;78,8;62;
Trollhättan;1488;Västra Götalands län;14;Enskild;63,0;38,5;61,2;10,2;73;46;63,0;11;
Trosa;0488;Södermanlands län;04;Samtliga;120,6;88,9;73,8;10,6;134;114;85,1;12;
Trosa;0488;Södermanlands län;04;Kommunal;120,6;88,9;73,8;10,6;134;114;85,1;12;
Tyresö;0138;Stockholms län;01;Samtliga;397,1;290,2;73,1;56,8;428;364;85,0;60;
Tyresö;0138;Stockholms län;01;Kommunal;373,1;273,3;73,2;53,8;400;343;85,8;56;
Tyresö;0138;Stockholms län;01;Enskild;24,0;16,9;70,7;3,0;28;21;75,0;4;
Täby;0160;Stockholms län;01;Samtliga;560,7;404,6;72,2;88,0;636;515;81,0;96;
Täby;0160;Stockholms län;01;Kommunal;345,6;266,0;77,0;57,6;390;330;84,6;65;
Täby;0160;Stockholms län;01;Enskild;215,1;138,6;64,4;30,4;250;188;75,2;31;
Töreboda;1473;Västra Götalands län;14;Samtliga;87,7;57,4;65,5;7,6;111;77;69,4;9;
Töreboda;1473;Västra Götalands län;14;Kommunal;80,0;51,9;64,9;7,6;101;68;67,3;9;
Töreboda;1473;Västra Götalands län;14;Enskild;7,7;5,5;71,6;.;10;9;90,0;.;
Uddevalla;1485;Västra Götalands län;14;Samtliga;481,7;347,9;72,2;58,2;556;450;80,9;62;
Uddevalla;1485;Västra Götalands län;14;Kommunal;416,6;307,3;73,8;52,4;479;391;81,6;56;
Uddevalla;1485;Västra Götalands län;14;Enskild;65,1;40,5;62,3;5,8;77;59;76,6;6;
Ulricehamn;1491;Västra Götalands län;14;Samtliga;148,0;109,3;73,9;23,2;175;147;84,0;24;
Ulricehamn;1491;Västra Götalands län;14;Kommunal;140,3;102,6;73,1;22,2;164;137;83,5;23;
Ulricehamn;1491;Västra Götalands län;14;Enskild;7,7;6,7;87,2;1,0;11;10;90,9;1;
Umeå;2480;Västerbottens län;24;Samtliga;921,7;748,6;81,2;87,6;1 060;945;89,2;92;
Umeå;2480;Västerbottens län;24;Kommunal;813,0;673,6;82,9;77,6;929;841;90,5;81;
Umeå;2480;Västerbottens län;24;Enskild;108,7;75,0;69,1;10,0;134;107;79,9;11;
Upplands Väsby;0114;Stockholms län;01;Samtliga;298,1;201,9;67,8;51,0;331;265;80,1;55;
Upplands Väsby;0114;Stockholms län;01;Kommunal;174,3;124,0;71,2;32,8;185;160;86,5;35;
Upplands Väsby;0114;Stockholms län;01;Enskild;123,8;77,9;63,0;18,2;146;105;71,9;20;
Upplands-Bro;0139;Stockholms län;01;Samtliga;257,4;172,2;66,9;34,0;292;222;76,0;35;
Upplands-Bro;0139;Stockholms län;01;Kommunal;216,7;147,0;67,8;28,4;242;186;76,9;29;
Upplands-Bro;0139;Stockholms län;01;Enskild;40,6;25,1;61,8;5,6;50;36;72,0;6;
Uppsala;0380;Uppsala län;03;Samtliga;1 534,3;1 164,6;75,9;214,9;1 717;1 491;86,8;231;
Uppsala;0380;Uppsala län;03;Kommunal;1 271,3;975,2;76,7;178,5;1 403;1 236;88,1;190;
Uppsala;0380;Uppsala län;03;Enskild;263,1;189,4;72,0;36,4;316;257;81,3;41;
Uppvidinge;0760;Kronobergs län;07;Samtliga;80,5;44,8;55,6;13,4;94;63;67,0;14;
Uppvidinge;0760;Kronobergs län;07;Kommunal;75,7;42,5;56,1;12,4;87;59;67,8;13;
Uppvidinge;0760;Kronobergs län;07;Enskild;4,8;2,3;47,7;1,0;7;4;57,1;1;
Vadstena;0584;Östergötlands län;05;Samtliga;51,7;46,5;89,9;6,6;58;53;91,4;7;
Vadstena;0584;Östergötlands län;05;Kommunal;51,7;46,5;89,9;6,6;58;53;91,4;7;
Vaggeryd;0665;Jönköpings län;06;Samtliga;146,5;102,3;69,8;16,5;174;135;77,6;17;
Vaggeryd;0665;Jönköpings län;06;Kommunal;140,8;98,0;69,6;16,5;165;129;78,2;17;
Vaggeryd;0665;Jönköpings län;06;Enskild;5,8;4,3;75,3;.;14;10;71,4;.;
Valdemarsvik;0563;Östergötlands län;05;Samtliga;49,6;37,5;75,6;6,2;59;49;83,1;7;
Valdemarsvik;0563;Östergötlands län;05;Kommunal;44,6;34,0;76,3;6,2;52;44;84,6;7;
Valdemarsvik;0563;Östergötlands län;05;Enskild;5,1;3,5;68,9;.;7;5;71,4;.;
Vallentuna;0115;Stockholms län;01;Samtliga;277,5;195,0;70,3;49,2;311;250;80,4;51;
Vallentuna;0115;Stockholms län;01;Kommunal;218,1;159,7;73,2;41,5;240;200;83,3;43;
Vallentuna;0115;Stockholms län;01;Enskild;59,4;35,3;59,5;7,7;71;50;70,4;8;
Vansbro;2021;Dalarnas län;20;Samtliga;57,6;26,8;46,5;6,5;74;36;48,6;7;
Vansbro;2021;Dalarnas län;20;Kommunal;52,5;23,9;45,4;6,5;64;31;48,4;7;
Vansbro;2021;Dalarnas län;20;Enskild;5,1;2,9;57,3;.;10;5;50,0;.;
Vara;1470;Västra Götalands län;14;Samtliga;128,7;96,9;75,3;14,9;151;121;80,1;17;
Vara;1470;Västra Götalands län;14;Kommunal;117,8;88,4;75,1;12,9;135;109;80,7;15;
Vara;1470;Västra Götalands län;14;Enskild;10,9;8,4;77,7;2,0;16;12;75,0;2;
Varberg;1383;Hallands län;13;Samtliga;544,0;421,8;77,5;70,9;641;554;86,4;78;
Varberg;1383;Hallands län;13;Kommunal;505,5;398,5;78,8;67,2;589;518;87,9;73;
Varberg;1383;Hallands län;13;Enskild;38,5;23,3;60,4;3,8;53;37;69,8;5;
Vaxholm;0187;Stockholms län;01;Samtliga;97,7;77,8;79,6;13,4;108;96;88,9;15;
Vaxholm;0187;Stockholms län;01;Kommunal;94,8;75,7;79,8;13,2;104;92;88,5;14;
Vaxholm;0187;Stockholms län;01;Enskild;2,9;2,1;74,8;0,2;5;5;100,0;1;
Vellinge;1233;Skåne län;12;Samtliga;340,0;268,6;79,0;41,9;400;343;85,8;45;
Vellinge;1233;Skåne län;12;Kommunal;228,1;187,5;82,2;25,7;276;242;87,7;28;
Vellinge;1233;Skåne län;12;Enskild;111,9;81,1;72,5;16,2;125;102;81,6;17;
Vetlanda;0685;Jönköpings län;06;Samtliga;249,6;150,1;60,1;26,2;306;207;67,6;28;
Vetlanda;0685;Jönköpings län;06;Kommunal;242,4;145,3;59,9;26,2;292;198;67,8;28;
Vetlanda;0685;Jönköpings län;06;Enskild;7,2;4,8;66,5;.;14;9;64,3;.;
Vilhelmina;2462;Västerbottens län;24;Samtliga;72,6;47,8;65,9;8,7;88;62;70,5;9;
Vilhelmina;2462;Västerbottens län;24;Kommunal;63,9;45,8;71,7;8,7;75;60;80,0;9;
Vilhelmina;2462;Västerbottens län;24;Enskild;8,7;2,0;23,0;.;14;3;21,4;.;
Vimmerby;0884;Kalmar län;08;Samtliga;124,8;75,7;60,7;16,9;151;98;64,9;18;
Vimmerby;0884;Kalmar län;08;Kommunal;124,8;75,7;60,7;16,9;151;98;64,9;18;
Vindeln;2404;Västerbottens län;24;Samtliga;47,1;30,5;64,8;5,0;52;37;71,2;6;
Vindeln;2404;Västerbottens län;24;Kommunal;47,1;30,5;64,8;5,0;52;37;71,2;6;
Vingåker;0428;Södermanlands län;04;Samtliga;76,7;43,6;56,8;11,5;99;67;67,7;13;
Vingåker;0428;Södermanlands län;04;Kommunal;69,2;39,7;57,4;10,5;81;53;65,4;12;
Vingåker;0428;Södermanlands län;04;Region;4,9;2,6;53,8;.;12;10;83,3;.;
Vingåker;0428;Södermanlands län;04;Enskild;2,7;1,2;46,0;1,0;6;4;66,7;1;
Vänersborg;1487;Västra Götalands län;14;Samtliga;304,9;214,0;70,2;45,9;373;298;79,9;49;
Vänersborg;1487;Västra Götalands län;14;Kommunal;274,8;191,1;69,5;43,1;338;269;79,6;46;
Vänersborg;1487;Västra Götalands län;14;Enskild;30,0;23,0;76,4;2,8;35;29;82,9;3;
Vännäs;2460;Västerbottens län;24;Samtliga;76,9;63,5;82,6;7,6;105;94;89,5;12;
Vännäs;2460;Västerbottens län;24;Kommunal;73,2;60,9;83,2;7,6;100;89;89,0;12;
Vännäs;2460;Västerbottens län;24;Enskild;3,6;2,6;70,3;.;5;5;100,0;.;
Värmdö;0120;Stockholms län;01;Samtliga;298,4;226,8;76,0;48,5;341;284;83,3;55;
Värmdö;0120;Stockholms län;01;Kommunal;254,0;194,4;76,5;40,6;291;245;84,2;46;
Värmdö;0120;Stockholms län;01;Enskild;44,4;32,5;73,1;7,9;50;39;78,0;9;
Värnamo;0683;Jönköpings län;06;Samtliga;277,7;187,6;67,6;30,3;342;260;76,0;32;
Värnamo;0683;Jönköpings län;06;Kommunal;277,7;187,6;67,6;30,3;342;260;76,0;32;
Västervik;0883;Kalmar län;08;Samtliga;293,9;196,5;66,9;23,4;341;261;76,5;24;
Västervik;0883;Kalmar län;08;Kommunal;278,1;190,4;68,5;21,6;315;251;79,7;22;
Västervik;0883;Kalmar län;08;Enskild;15,8;6,2;39,0;1,8;28;12;42,9;2;
Västerås;1980;Västmanlands län;19;Samtliga;1 221,4;770,3;63,1;135,9;1 340;994;74,2;144;
Västerås;1980;Västmanlands län;19;Kommunal;957,1;615,8;64,3;103,0;1 041;794;76,3;109;
Västerås;1980;Västmanlands län;19;Enskild;264,2;154,4;58,4;32,9;302;201;66,6;35;
Växjö;0780;Kronobergs län;07;Samtliga;725,5;551,0;76,0;98,5;840;721;85,8;103;
Växjö;0780;Kronobergs län;07;Kommunal;668,4;517,5;77,4;90,7;770;674;87,5;95;
Växjö;0780;Kronobergs län;07;Enskild;57,1;33,5;58,8;7,8;71;47;66,2;8;
Vårgårda;1442;Västra Götalands län;14;Samtliga;101,3;69,5;68,6;11,9;122;96;78,7;13;
Vårgårda;1442;Västra Götalands län;14;Kommunal;101,3;69,5;68,6;11,9;122;96;78,7;13;
Ydre;0512;Östergötlands län;05;Samtliga;27,0;19,0;70,4;4,7;35;30;85,7;5;
Ydre;0512;Östergötlands län;05;Kommunal;27,0;19,0;70,4;4,7;35;30;85,7;5;
Ystad;1286;Skåne län;12;Samtliga;214,2;163,9;76,5;34,0;242;203;83,9;35;
Ystad;1286;Skåne län;12;Kommunal;178,4;140,4;78,7;27,5;199;169;84,9;28;
Ystad;1286;Skåne län;12;Enskild;35,8;23,5;65,6;6,5;43;34;79,1;7;
Älmhult;0765;Kronobergs län;07;Samtliga;162,4;104,2;64,1;16,7;200;142;71,0;18;
Älmhult;0765;Kronobergs län;07;Kommunal;153,2;100,4;65,6;16,7;185;136;73,5;18;
Älmhult;0765;Kronobergs län;07;Enskild;9,3;3,7;40,4;.;15;6;40,0;.;
Älvdalen;2039;Dalarnas län;20;Samtliga;71,1;41,3;58,2;4,6;84;57;67,9;5;
Älvdalen;2039;Dalarnas län;20;Kommunal;71,1;41,3;58,2;4,6;84;57;67,9;5;
Älvkarleby;0319;Uppsala län;03;Samtliga;97,9;67,6;69,1;10,2;110;86;78,2;11;
Älvkarleby;0319;Uppsala län;03;Kommunal;66,9;48,3;72,3;7,4;75;60;80,0;8;
Älvkarleby;0319;Uppsala län;03;Enskild;31,0;19,3;62,2;2,8;35;26;74,3;3;
Älvsbyn;2560;Norrbottens län;25;Samtliga;62,9;37,3;59,3;9,1;77;54;70,1;10;
Älvsbyn;2560;Norrbottens län;25;Kommunal;61,1;36,5;59,8;9,1;72;50;69,4;10;
Älvsbyn;2560;Norrbottens län;25;Enskild;1,8;0,8;43,3;.;5;4;80,0;.;
Ängelholm;1292;Skåne län;12;Samtliga;342,9;274,3;80,0;39,5;395;349;88,4;42;
Ängelholm;1292;Skåne län;12;Kommunal;338,2;270,5;80,0;38,5;386;342;88,6;41;
Ängelholm;1292;Skåne län;12;Enskild;4,7;3,8;81,0;1,0;9;7;77,8;1;
Åmål;1492;Västra Götalands län;14;Samtliga;105,9;69,0;65,2;11,4;124;90;72,6;12;
Åmål;1492;Västra Götalands län;14;Kommunal;94,0;62,2;66,1;10,4;104;76;73,1;11;
Åmål;1492;Västra Götalands län;14;Enskild;11,9;6,9;57,7;1,0;20;14;70,0;1;
Ånge;2260;Västernorrlands län;22;Samtliga;72,3;45,2;62,5;7,1;86;68;79,1;9;
Ånge;2260;Västernorrlands län;22;Kommunal;60,8;38,1;62,7;5,8;72;56;77,8;7;
Ånge;2260;Västernorrlands län;22;Enskild;11,5;7,1;61,7;1,3;14;12;85,7;2;
Åre;2321;Jämtlands län;23;Samtliga;118,4;76,9;64,9;13,1;133;101;75,9;13;
Åre;2321;Jämtlands län;23;Kommunal;118,4;76,9;64,9;13,1;133;101;75,9;13;
Årjäng;1765;Värmlands län;17;Samtliga;93,5;63,9;68,3;12,1;112;84;75,0;13;
Årjäng;1765;Värmlands län;17;Kommunal;90,3;62,1;68,7;11,1;109;83;76,1;12;
Årjäng;1765;Värmlands län;17;Enskild;3,2;1,8;57,5;1,0;5;3;60,0;1;
Åsele;2463;Västerbottens län;24;Samtliga;24,7;12,5;50,6;3,7;27;18;66,7;4;
Åsele;2463;Västerbottens län;24;Kommunal;24,7;12,5;50,6;3,7;27;18;66,7;4;
Åstorp;1277;Skåne län;12;Samtliga;140,4;103,7;73,9;20,3;157;130;82,8;21;
Åstorp;1277;Skåne län;12;Kommunal;140,4;103,7;73,9;20,3;157;130;82,8;21;
Åtvidaberg;0561;Östergötlands län;05;Samtliga;98,7;73,4;74,4;.;108;88;81,5;.;
Åtvidaberg;0561;Östergötlands län;05;Kommunal;98,7;73,4;74,4;.;108;88;81,5;.;
Öckerö;1407;Västra Götalands län;14;Samtliga;94,0;70,0;74,4;13,8;121;100;82,6;16;
Öckerö;1407;Västra Götalands län;14;Kommunal;81,2;63,0;77,6;12,3;103;90;87,4;14;
Öckerö;1407;Västra Götalands län;14;Enskild;12,9;7,0;54,4;1,5;18;10;55,6;2;
Ödeshög;0509;Östergötlands län;05;Samtliga;35,7;26,6;74,4;1,0;42;35;83,3;1;
Ödeshög;0509;Östergötlands län;05;Kommunal;35,7;26,6;74,4;1,0;42;35;83,3;1;
Örebro;1880;Örebro län;18;Samtliga;1 199,2;854,8;71,3;150,8;1 383;1 108;80,1;163;
Örebro;1880;Örebro län;18;Kommunal;1 005,1;711,1;70,7;125,1;1 143;918;80,3;133;
Örebro;1880;Örebro län;18;Enskild;194,1;143,7;74,1;25,7;241;190;78,8;30;
Örkelljunga;1257;Skåne län;12;Samtliga;85,1;54,0;63,5;10,7;103;73;70,9;11;
Örkelljunga;1257;Skåne län;12;Kommunal;76,2;50,1;65,7;10,7;89;66;74,2;11;
Örkelljunga;1257;Skåne län;12;Enskild;8,9;4,0;44,6;.;16;8;50,0;.;
Örnsköldsvik;2284;Västernorrlands län;22;Samtliga;483,4;374,0;77,4;30,6;541;462;85,4;33;
Örnsköldsvik;2284;Västernorrlands län;22;Kommunal;461,3;360,2;78,1;29,6;509;441;86,6;32;
Örnsköldsvik;2284;Västernorrlands län;22;Enskild;22,0;13,8;62,7;1,0;34;21;61,8;1;
Östersund;2380;Jämtlands län;23;Samtliga;466,1;311,1;66,7;60,7;556;419;75,4;65;
Östersund;2380;Jämtlands län;23;Kommunal;402,7;271,8;67,5;50,8;484;370;76,4;55;
Östersund;2380;Jämtlands län;23;Enskild;63,4;39,2;61,9;9,9;72;49;68,1;10;
Österåker;0117;Stockholms län;01;Samtliga;322,4;221,5;68,7;45,5;372;283;76,1;50;
Österåker;0117;Stockholms län;01;Kommunal;243,1;177,8;73,2;36,9;278;227;81,7;41;
Österåker;0117;Stockholms län;01;Enskild;79,3;43,7;55,1;8,6;96;57;59,4;9;
Östhammar;0382;Uppsala län;03;Samtliga;169,8;107,2;63,1;21,6;198;145;73,2;23;
Östhammar;0382;Uppsala län;03;Kommunal;169,8;107,2;63,1;21,6;198;145;73,2;23;
Östra Göinge;1256;Skåne län;12;Samtliga;124,9;88,1;70,5;20,4;146;113;77,4;21;
Östra Göinge;1256;Skåne län;12;Kommunal;120,2;85,7;71,3;20,4;135;107;79,3;21;
Östra Göinge;1256;Skåne län;12;Enskild;4,8;2,4;51,0;.;11;6;54,5;.;
Överkalix;2513;Norrbottens län;25;Samtliga;26,4;12,0;45,3;0,9;34;22;64,7;1;
Överkalix;2513;Norrbottens län;25;Kommunal;21,6;10,2;47,3;0,9;27;18;66,7;1;
Överkalix;2513;Norrbottens län;25;Enskild;4,8;1,8;36,7;.;7;4;57,1;.;
Övertorneå;2518;Norrbottens län;25;Samtliga;35,6;18,1;50,7;4,5;50;27;54,0;5;
Övertorneå;2518;Norrbottens län;25;Kommunal;28,1;16,7;59,3;3,5;37;24;64,9;4;
Övertorneå;2518;Norrbottens län;25;Enskild;7,5;1,4;18,5;1,0;13;3;23,1;1;

Rapportbeskrivning och definitioner etc.  
 
Statistiken avser anställda den 15 oktober valt läsår. Statistikuppgifterna redovisas både som antal och andel tjänstgörande lärare samt omräknat till heltidstjänster.
Samtliga lärare med lärarlegitimation och behörighet i minst ett ämne:
I sammanställningen ingår de lärarkategorier som omfattas av legitimationskravet. Lärarkategorier som är undantagna från legitimationskravet vid anställning utan
tidsbegränsning, såsom lärare i modersmål, lärare som bedriver annan undervisning på engelska än språkundervisning och lärare i fristående skolor med Waldorfpedagogik
ingår inte. Samma lärare kan undervisa i flera olika ämnen. 
 

Heltidstjänster, Totalt antal;Antal anställda lärare per ämne, uttryckt i antal heltidstjänster och tjänstgörande lärare.;
Antal med lärarlegitimation och behörighet;Antal och andel (%) lärare med lärarlegitimation och behörighet i respektive ämne, uttryckt i antal heltidstjänster och tjänstgörande lärare.;



