Statistik från Skolverket, https://www.skolverket.se

Grundskola - Behörighet till gymnasieskolan, fr.o.m. 2011
Valt läsår: 2024/25

Inför nya gymnasieskolan 2011 skärptes kraven för behörighet att söka till gymnasiet. Det innebär för att en elev ska vara behörig till
gymnasieskolans nationella program krävs 8 godkända betyg för yrkesprogram och 12 godkända betyg för högskoleförberedande program.
Det finns dessutom 3 olika behörighetskrav beroende på vilket högskoleförberedande program.

Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Kön;Antal elever;Andel (%) elever behöriga till yrkesprog.;Andel elever (%) behöriga till estetiskt program;Andel elever (%) behöriga till Ekonomi-, humanistiska och samhällsvetenskaps- program;Andel elever (%) behöriga till Naturvetenskapligt och tekniskt program;
Mönsterås;0861;Kalmar län;08;Samtliga;Flickor;62;80,6;80,6;80,6;64,5;
Mönsterås;0861;Kalmar län;08;Samtliga;Pojkar;50;84,0;80,0;78,0;66,0;
Mönsterås;0861;Kalmar län;08;Samtliga;Samtliga;112;82,1;80,4;79,5;65,2;
Mönsterås;0861;Kalmar län;08;Kommunal;Flickor;62;80,6;80,6;80,6;64,5;
Mönsterås;0861;Kalmar län;08;Kommunal;Pojkar;50;84,0;80,0;78,0;66,0;
Mönsterås;0861;Kalmar län;08;Kommunal;Samtliga;112;82,1;80,4;79,5;65,2;
Mörbylånga;0840;Kalmar län;08;Samtliga;Flickor;114;~100;93,9;93,0;93,0;
Mörbylånga;0840;Kalmar län;08;Samtliga;Pojkar;98;..;93,9;92,9;93,9;
Mörbylånga;0840;Kalmar län;08;Samtliga;Samtliga;212;95,8;93,9;92,9;93,4;
Mörbylånga;0840;Kalmar län;08;Kommunal;Flickor;72;~100;..;91,7;..;
Mörbylånga;0840;Kalmar län;08;Kommunal;Pojkar;69;~100;~100;92,8;~100;
Mörbylånga;0840;Kalmar län;08;Kommunal;Samtliga;141;96,5;93,6;92,2;93,6;
Mörbylånga;0840;Kalmar län;08;Enskild;Flickor;42;~100;~100;~100;~100;
Mörbylånga;0840;Kalmar län;08;Enskild;Pojkar;29;~100;~100;~100;~100;
Mörbylånga;0840;Kalmar län;08;Enskild;Samtliga;71;~100;~100;~100;93,0;
Nacka;0182;Stockholms län;01;Samtliga;Flickor;760;93,6;92,9;92,2;90,4;
Nacka;0182;Stockholms län;01;Samtliga;Pojkar;879;95,3;94,8;94,2;92,3;
Nacka;0182;Stockholms län;01;Samtliga;Samtliga;1 639;94,5;93,9;93,3;91,4;
Nacka;0182;Stockholms län;01;Kommunal;Flickor;455;91,9;91,0;89,9;88,1;
Nacka;0182;Stockholms län;01;Kommunal;Pojkar;529;93,4;92,4;91,5;88,8;
Nacka;0182;Stockholms län;01;Kommunal;Samtliga;984;92,7;91,8;90,8;88,5;
Nacka;0182;Stockholms län;01;Enskild;Flickor;305;96,1;95,7;95,7;93,8;
Nacka;0182;Stockholms län;01;Enskild;Pojkar;350;98,3;98,3;98,3;97,4;
Nacka;0182;Stockholms län;01;Enskild;Samtliga;655;97,3;97,1;97,1;95,7;
Nora;1884;Örebro län;18;Samtliga;Flickor;65;73,8;70,8;70,8;66,2;
Nora;1884;Örebro län;18;Samtliga;Pojkar;61;85,2;83,6;83,6;70,5;
Nora;1884;Örebro län;18;Samtliga;Samtliga;126;79,4;77,0;77,0;68,3;
Nora;1884;Örebro län;18;Kommunal;Flickor;65;73,8;70,8;70,8;66,2;
Nora;1884;Örebro län;18;Kommunal;Pojkar;61;85,2;83,6;83,6;70,5;
Nora;1884;Örebro län;18;Kommunal;Samtliga;126;79,4;77,0;77,0;68,3;
Norberg;1962;Västmanlands län;19;Samtliga;Flickor;42;71,4;71,4;71,4;69,0;
Norberg;1962;Västmanlands län;19;Samtliga;Pojkar;36;80,6;80,6;77,8;77,8;
Norberg;1962;Västmanlands län;19;Samtliga;Samtliga;78;75,6;75,6;74,4;73,1;
Norberg;1962;Västmanlands län;19;Kommunal;Flickor;42;71,4;71,4;71,4;69,0;
Norberg;1962;Västmanlands län;19;Kommunal;Pojkar;36;80,6;80,6;77,8;77,8;
Norberg;1962;Västmanlands län;19;Kommunal;Samtliga;78;75,6;75,6;74,4;73,1;
Nordanstig;2132;Gävleborgs län;21;Samtliga;Flickor;31;~100;~100;~100;~100;
Nordanstig;2132;Gävleborgs län;21;Samtliga;Pojkar;53;..;..;..;..;
Nordanstig;2132;Gävleborgs län;21;Samtliga;Samtliga;84;82,1;78,6;77,4;72,6;
Nordanstig;2132;Gävleborgs län;21;Kommunal;Flickor;29;~100;~100;~100;~100;
Nordanstig;2132;Gävleborgs län;21;Kommunal;Pojkar;47;..;..;..;..;
Nordanstig;2132;Gävleborgs län;21;Kommunal;Samtliga;76;82,9;80,3;78,9;76,3;
Nordanstig;2132;Gävleborgs län;21;Enskild;Flickor;..;..;..;..;..;
Nordanstig;2132;Gävleborgs län;21;Enskild;Pojkar;..;..;..;..;..;
Nordanstig;2132;Gävleborgs län;21;Enskild;Samtliga;8;~100;~100;~100;..;
Nordmaling;2401;Västerbottens län;24;Samtliga;Flickor;33;~100;~100;84,8;~100;
Nordmaling;2401;Västerbottens län;24;Samtliga;Pojkar;51;..;..;82,4;..;
Nordmaling;2401;Västerbottens län;24;Samtliga;Samtliga;84;84,5;84,5;83,3;84,5;
Nordmaling;2401;Västerbottens län;24;Kommunal;Flickor;33;~100;~100;84,8;~100;
Nordmaling;2401;Västerbottens län;24;Kommunal;Pojkar;51;..;..;82,4;..;
Nordmaling;2401;Västerbottens län;24;Kommunal;Samtliga;84;84,5;84,5;83,3;84,5;
Norrköping;0581;Östergötlands län;05;Samtliga;Flickor;872;82,1;81,9;78,6;79,8;
Norrköping;0581;Östergötlands län;05;Samtliga;Pojkar;920;84,0;82,3;79,2;79,9;
Norrköping;0581;Östergötlands län;05;Samtliga;Samtliga;1 792;83,1;82,1;78,9;79,9;
Norrköping;0581;Östergötlands län;05;Kommunal;Flickor;580;77,2;77,2;73,3;75,2;
Norrköping;0581;Östergötlands län;05;Kommunal;Pojkar;607;80,2;78,3;75,5;75,8;
Norrköping;0581;Östergötlands län;05;Kommunal;Samtliga;1 187;78,8;77,8;74,4;75,5;
Norrköping;0581;Östergötlands län;05;Enskild;Flickor;292;91,8;91,1;89,0;89,0;
Norrköping;0581;Östergötlands län;05;Enskild;Pojkar;313;91,4;90,1;86,6;87,9;
Norrköping;0581;Östergötlands län;05;Enskild;Samtliga;605;91,6;90,6;87,8;88,4;
Norrtälje;0188;Stockholms län;01;Samtliga;Flickor;341;80,9;78,9;76,0;75,4;
Norrtälje;0188;Stockholms län;01;Samtliga;Pojkar;353;87,8;84,4;80,7;79,3;
Norrtälje;0188;Stockholms län;01;Samtliga;Samtliga;694;84,4;81,7;78,4;77,4;
Norrtälje;0188;Stockholms län;01;Kommunal;Flickor;270;77,8;76,3;74,1;73,7;
Norrtälje;0188;Stockholms län;01;Kommunal;Pojkar;274;86,9;83,6;79,9;77,4;
Norrtälje;0188;Stockholms län;01;Kommunal;Samtliga;544;82,4;80,0;77,0;75,6;
Norrtälje;0188;Stockholms län;01;Enskild;Flickor;71;93,0;88,7;83,1;81,7;
Norrtälje;0188;Stockholms län;01;Enskild;Pojkar;79;91,1;87,3;83,5;86,1;
Norrtälje;0188;Stockholms län;01;Enskild;Samtliga;150;92,0;88,0;83,3;84,0;
Norsjö;2417;Västerbottens län;24;Samtliga;Flickor;18;~100;~100;~100;~100;
Norsjö;2417;Västerbottens län;24;Samtliga;Pojkar;30;..;..;..;..;
Norsjö;2417;Västerbottens län;24;Samtliga;Samtliga;48;83,3;81,3;79,2;75,0;
Norsjö;2417;Västerbottens län;24;Kommunal;Flickor;18;~100;~100;~100;~100;
Norsjö;2417;Västerbottens län;24;Kommunal;Pojkar;30;..;..;..;..;
Norsjö;2417;Västerbottens län;24;Kommunal;Samtliga;48;83,3;81,3;79,2;75,0;
Nybro;0881;Kalmar län;08;Samtliga;Flickor;101;73,3;73,3;70,3;64,4;
Nybro;0881;Kalmar län;08;Samtliga;Pojkar;107;82,2;76,6;71,0;72,0;
Nybro;0881;Kalmar län;08;Samtliga;Samtliga;208;77,9;75,0;70,7;68,3;
Nybro;0881;Kalmar län;08;Kommunal;Flickor;101;73,3;73,3;70,3;64,4;
Nybro;0881;Kalmar län;08;Kommunal;Pojkar;107;82,2;76,6;71,0;72,0;
Nybro;0881;Kalmar län;08;Kommunal;Samtliga;208;77,9;75,0;70,7;68,3;
Nykvarn;0140;Stockholms län;01;Samtliga;Flickor;92;84,8;83,7;83,7;83,7;
Nykvarn;0140;Stockholms län;01;Samtliga;Pojkar;78;82,1;82,1;82,1;80,8;
Nykvarn;0140;Stockholms län;01;Samtliga;Samtliga;170;83,5;82,9;82,9;82,4;
Nykvarn;0140;Stockholms län;01;Kommunal;Flickor;92;84,8;83,7;83,7;83,7;
Nykvarn;0140;Stockholms län;01;Kommunal;Pojkar;78;82,1;82,1;82,1;80,8;
Nykvarn;0140;Stockholms län;01;Kommunal;Samtliga;170;83,5;82,9;82,9;82,4;
Nyköping;0480;Södermanlands län;04;Samtliga;Flickor;322;78,0;77,0;75,8;71,1;
Nyköping;0480;Södermanlands län;04;Samtliga;Pojkar;377;86,7;83,3;80,9;75,1;
Nyköping;0480;Södermanlands län;04;Samtliga;Samtliga;699;82,7;80,4;78,5;73,2;
Nyköping;0480;Södermanlands län;04;Kommunal;Flickor;131;61,8;59,5;56,5;47,3;
Nyköping;0480;Södermanlands län;04;Kommunal;Pojkar;145;74,5;69,0;64,1;53,8;
Nyköping;0480;Södermanlands län;04;Kommunal;Samtliga;276;68,5;64,5;60,5;50,7;
Nyköping;0480;Södermanlands län;04;Enskild;Flickor;191;89,0;89,0;89,0;87,4;
Nyköping;0480;Södermanlands län;04;Enskild;Pojkar;232;94,4;92,2;91,4;88,4;
Nyköping;0480;Södermanlands län;04;Enskild;Samtliga;423;92,0;90,8;90,3;87,9;
Nynäshamn;0192;Stockholms län;01;Samtliga;Flickor;135;92,6;87,4;83,7;83,0;
Nynäshamn;0192;Stockholms län;01;Samtliga;Pojkar;157;91,1;89,8;86,0;86,0;
Nynäshamn;0192;Stockholms län;01;Samtliga;Samtliga;292;91,8;88,7;84,9;84,6;
Nynäshamn;0192;Stockholms län;01;Kommunal;Flickor;135;92,6;87,4;83,7;83,0;
Nynäshamn;0192;Stockholms län;01;Kommunal;Pojkar;157;91,1;89,8;86,0;86,0;
Nynäshamn;0192;Stockholms län;01;Kommunal;Samtliga;292;91,8;88,7;84,9;84,6;
Nässjö;0682;Jönköpings län;06;Samtliga;Flickor;184;86,4;85,3;84,8;77,7;
Nässjö;0682;Jönköpings län;06;Samtliga;Pojkar;163;78,5;77,9;74,8;71,8;
Nässjö;0682;Jönköpings län;06;Samtliga;Samtliga;347;82,7;81,8;80,1;74,9;
Nässjö;0682;Jönköpings län;06;Kommunal;Flickor;184;86,4;85,3;84,8;77,7;
Nässjö;0682;Jönköpings län;06;Kommunal;Pojkar;163;78,5;77,9;74,8;71,8;
Nässjö;0682;Jönköpings län;06;Kommunal;Samtliga;347;82,7;81,8;80,1;74,9;
Ockelbo;2101;Gävleborgs län;21;Samtliga;Flickor;21;~100;~100;~100;~100;
Ockelbo;2101;Gävleborgs län;21;Samtliga;Pojkar;25;..;..;..;..;
Ockelbo;2101;Gävleborgs län;21;Samtliga;Samtliga;46;80,4;78,3;76,1;71,7;
Ockelbo;2101;Gävleborgs län;21;Kommunal;Flickor;21;~100;~100;~100;~100;
Ockelbo;2101;Gävleborgs län;21;Kommunal;Pojkar;25;..;..;..;..;
Ockelbo;2101;Gävleborgs län;21;Kommunal;Samtliga;46;80,4;78,3;76,1;71,7;
Olofström;1060;Blekinge län;10;Samtliga;Flickor;84;90,5;90,5;84,5;82,1;
Olofström;1060;Blekinge län;10;Samtliga;Pojkar;75;86,7;80,0;77,3;65,3;
Olofström;1060;Blekinge län;10;Samtliga;Samtliga;159;88,7;85,5;81,1;74,2;
Olofström;1060;Blekinge län;10;Kommunal;Flickor;84;90,5;90,5;84,5;82,1;
Olofström;1060;Blekinge län;10;Kommunal;Pojkar;75;86,7;80,0;77,3;65,3;
Olofström;1060;Blekinge län;10;Kommunal;Samtliga;159;88,7;85,5;81,1;74,2;
Orsa;2034;Dalarnas län;20;Samtliga;Flickor;35;82,9;82,9;82,9;80,0;
Orsa;2034;Dalarnas län;20;Samtliga;Pojkar;40;75,0;70,0;55,0;67,5;
Orsa;2034;Dalarnas län;20;Samtliga;Samtliga;75;78,7;76,0;68,0;73,3;
Orsa;2034;Dalarnas län;20;Kommunal;Flickor;35;82,9;82,9;82,9;80,0;
Orsa;2034;Dalarnas län;20;Kommunal;Pojkar;40;75,0;70,0;55,0;67,5;
Orsa;2034;Dalarnas län;20;Kommunal;Samtliga;75;78,7;76,0;68,0;73,3;
Orust;1421;Västra Götalands län;14;Samtliga;Flickor;83;91,6;89,2;84,3;89,2;
Orust;1421;Västra Götalands län;14;Samtliga;Pojkar;81;82,7;81,5;77,8;80,2;
Orust;1421;Västra Götalands län;14;Samtliga;Samtliga;164;87,2;85,4;81,1;84,8;
Orust;1421;Västra Götalands län;14;Kommunal;Flickor;79;93,7;91,1;86,1;91,1;
Orust;1421;Västra Götalands län;14;Kommunal;Pojkar;76;81,6;80,3;76,3;78,9;
Orust;1421;Västra Götalands län;14;Kommunal;Samtliga;155;87,7;85,8;81,3;85,2;
Orust;1421;Västra Götalands län;14;Enskild;Flickor;..;..;..;..;..;
Orust;1421;Västra Götalands län;14;Enskild;Pojkar;..;100,0;100,0;100,0;100,0;
Orust;1421;Västra Götalands län;14;Enskild;Samtliga;9;~100;~100;~100;~100;
Osby;1273;Skåne län;12;Samtliga;Flickor;70;87,1;85,7;85,7;80,0;
Osby;1273;Skåne län;12;Samtliga;Pojkar;84;71,4;71,4;67,9;63,1;
Osby;1273;Skåne län;12;Samtliga;Samtliga;154;78,6;77,9;76,0;70,8;
Osby;1273;Skåne län;12;Kommunal;Flickor;70;87,1;85,7;85,7;80,0;
Osby;1273;Skåne län;12;Kommunal;Pojkar;84;71,4;71,4;67,9;63,1;
Osby;1273;Skåne län;12;Kommunal;Samtliga;154;78,6;77,9;76,0;70,8;
Oskarshamn;0882;Kalmar län;08;Samtliga;Flickor;146;77,4;76,0;72,6;75,3;
Oskarshamn;0882;Kalmar län;08;Samtliga;Pojkar;132;82,6;82,6;81,1;80,3;
Oskarshamn;0882;Kalmar län;08;Samtliga;Samtliga;278;79,9;79,1;76,6;77,7;
Oskarshamn;0882;Kalmar län;08;Kommunal;Flickor;146;77,4;76,0;72,6;75,3;
Oskarshamn;0882;Kalmar län;08;Kommunal;Pojkar;132;82,6;82,6;81,1;80,3;
Oskarshamn;0882;Kalmar län;08;Kommunal;Samtliga;278;79,9;79,1;76,6;77,7;
Ovanåker;2121;Gävleborgs län;21;Samtliga;Flickor;55;81,8;81,8;80,0;81,8;
Ovanåker;2121;Gävleborgs län;21;Samtliga;Pojkar;68;76,5;76,5;72,1;72,1;
Ovanåker;2121;Gävleborgs län;21;Samtliga;Samtliga;123;78,9;78,9;75,6;76,4;
Ovanåker;2121;Gävleborgs län;21;Kommunal;Flickor;55;81,8;81,8;80,0;81,8;
Ovanåker;2121;Gävleborgs län;21;Kommunal;Pojkar;68;76,5;76,5;72,1;72,1;
Ovanåker;2121;Gävleborgs län;21;Kommunal;Samtliga;123;78,9;78,9;75,6;76,4;
Oxelösund;0481;Södermanlands län;04;Samtliga;Flickor;56;75,0;71,4;71,4;66,1;
Oxelösund;0481;Södermanlands län;04;Samtliga;Pojkar;55;89,1;83,6;76,4;74,5;
Oxelösund;0481;Södermanlands län;04;Samtliga;Samtliga;111;82,0;77,5;73,9;70,3;
Oxelösund;0481;Södermanlands län;04;Kommunal;Flickor;56;75,0;71,4;71,4;66,1;
Oxelösund;0481;Södermanlands län;04;Kommunal;Pojkar;55;89,1;83,6;76,4;74,5;
Oxelösund;0481;Södermanlands län;04;Kommunal;Samtliga;111;82,0;77,5;73,9;70,3;
Pajala;2521;Norrbottens län;25;Samtliga;Flickor;29;100,0;~100;~100;~100;
Pajala;2521;Norrbottens län;25;Samtliga;Pojkar;29;~100;~100;~100;..;
Pajala;2521;Norrbottens län;25;Samtliga;Samtliga;58;~100;91,4;91,4;86,2;
Pajala;2521;Norrbottens län;25;Kommunal;Flickor;28;100,0;~100;~100;~100;
Pajala;2521;Norrbottens län;25;Kommunal;Pojkar;25;~100;~100;~100;..;
Pajala;2521;Norrbottens län;25;Kommunal;Samtliga;53;~100;~100;~100;86,8;
Pajala;2521;Norrbottens län;25;Enskild;Flickor;..;..;..;..;..;
Pajala;2521;Norrbottens län;25;Enskild;Pojkar;..;..;..;..;..;
Pajala;2521;Norrbottens län;25;Enskild;Samtliga;5;..;..;..;..;
Partille;1402;Västra Götalands län;14;Samtliga;Flickor;250;87,6;86,0;84,8;79,2;
Partille;1402;Västra Götalands län;14;Samtliga;Pojkar;298;84,2;82,9;81,9;79,5;
Partille;1402;Västra Götalands län;14;Samtliga;Samtliga;548;85,8;84,3;83,2;79,4;
Partille;1402;Västra Götalands län;14;Kommunal;Flickor;242;87,2;85,5;84,7;78,9;
Partille;1402;Västra Götalands län;14;Kommunal;Pojkar;286;83,6;82,2;81,1;78,7;
Partille;1402;Västra Götalands län;14;Kommunal;Samtliga;528;85,2;83,7;82,8;78,8;
Partille;1402;Västra Götalands län;14;Enskild;Flickor;8;100,0;100,0;~100;~100;
Partille;1402;Västra Götalands län;14;Enskild;Pojkar;12;100,0;100,0;100,0;100,0;
Partille;1402;Västra Götalands län;14;Enskild;Samtliga;20;100,0;100,0;~100;~100;
Perstorp;1275;Skåne län;12;Samtliga;Flickor;42;54,8;54,8;54,8;52,4;
Perstorp;1275;Skåne län;12;Samtliga;Pojkar;56;71,4;67,9;64,3;66,1;
Perstorp;1275;Skåne län;12;Samtliga;Samtliga;98;64,3;62,2;60,2;60,2;
Perstorp;1275;Skåne län;12;Kommunal;Flickor;42;54,8;54,8;54,8;52,4;
Perstorp;1275;Skåne län;12;Kommunal;Pojkar;56;71,4;67,9;64,3;66,1;
Perstorp;1275;Skåne län;12;Kommunal;Samtliga;98;64,3;62,2;60,2;60,2;
Piteå;2581;Norrbottens län;25;Samtliga;Flickor;233;88,8;86,7;85,4;84,1;
Piteå;2581;Norrbottens län;25;Samtliga;Pojkar;223;87,0;85,7;84,3;81,6;
Piteå;2581;Norrbottens län;25;Samtliga;Samtliga;456;87,9;86,2;84,9;82,9;
Piteå;2581;Norrbottens län;25;Kommunal;Flickor;233;88,8;86,7;85,4;84,1;
Piteå;2581;Norrbottens län;25;Kommunal;Pojkar;223;87,0;85,7;84,3;81,6;
Piteå;2581;Norrbottens län;25;Kommunal;Samtliga;456;87,9;86,2;84,9;82,9;
Ragunda;2303;Jämtlands län;23;Samtliga;Flickor;28;67,9;67,9;60,7;60,7;
Ragunda;2303;Jämtlands län;23;Samtliga;Pojkar;30;76,7;76,7;53,3;76,7;
Ragunda;2303;Jämtlands län;23;Samtliga;Samtliga;58;72,4;72,4;56,9;69,0;
Ragunda;2303;Jämtlands län;23;Kommunal;Flickor;28;67,9;67,9;60,7;60,7;
Ragunda;2303;Jämtlands län;23;Kommunal;Pojkar;30;76,7;76,7;53,3;76,7;
Ragunda;2303;Jämtlands län;23;Kommunal;Samtliga;58;72,4;72,4;56,9;69,0;
Robertsfors;2409;Västerbottens län;24;Samtliga;Flickor;40;..;..;..;..;
Robertsfors;2409;Västerbottens län;24;Samtliga;Pojkar;39;~100;~100;~100;~100;
Robertsfors;2409;Västerbottens län;24;Samtliga;Samtliga;79;89,9;88,6;87,3;88,6;
Robertsfors;2409;Västerbottens län;24;Kommunal;Flickor;40;..;..;..;..;
Robertsfors;2409;Västerbottens län;24;Kommunal;Pojkar;39;~100;~100;~100;~100;
Robertsfors;2409;Västerbottens län;24;Kommunal;Samtliga;79;89,9;88,6;87,3;88,6;
Ronneby;1081;Blekinge län;10;Samtliga;Flickor;180;71,7;70,0;68,9;61,1;
Ronneby;1081;Blekinge län;10;Samtliga;Pojkar;179;77,7;75,4;74,3;68,7;
Ronneby;1081;Blekinge län;10;Samtliga;Samtliga;359;74,7;72,7;71,6;64,9;
Ronneby;1081;Blekinge län;10;Kommunal;Flickor;152;71,7;70,4;69,1;60,5;
Ronneby;1081;Blekinge län;10;Kommunal;Pojkar;158;78,5;76,6;75,3;69,6;
Ronneby;1081;Blekinge län;10;Kommunal;Samtliga;310;75,2;73,5;72,3;65,2;
Ronneby;1081;Blekinge län;10;Enskild;Flickor;28;71,4;67,9;67,9;64,3;
Ronneby;1081;Blekinge län;10;Enskild;Pojkar;21;71,4;66,7;66,7;61,9;
Ronneby;1081;Blekinge län;10;Enskild;Samtliga;49;71,4;67,3;67,3;63,3;
Rättvik;2031;Dalarnas län;20;Samtliga;Flickor;56;89,3;85,7;85,7;80,4;
Rättvik;2031;Dalarnas län;20;Samtliga;Pojkar;44;75,0;75,0;75,0;65,9;
Rättvik;2031;Dalarnas län;20;Samtliga;Samtliga;100;83,0;81,0;81,0;74,0;
Rättvik;2031;Dalarnas län;20;Kommunal;Flickor;56;89,3;85,7;85,7;80,4;
Rättvik;2031;Dalarnas län;20;Kommunal;Pojkar;44;75,0;75,0;75,0;65,9;
Rättvik;2031;Dalarnas län;20;Kommunal;Samtliga;100;83,0;81,0;81,0;74,0;
Sala;1981;Västmanlands län;19;Samtliga;Flickor;137;84,7;82,5;77,4;81,8;
Sala;1981;Västmanlands län;19;Samtliga;Pojkar;133;80,5;75,9;74,4;75,2;
Sala;1981;Västmanlands län;19;Samtliga;Samtliga;270;82,6;79,3;75,9;78,5;
Sala;1981;Västmanlands län;19;Kommunal;Flickor;137;84,7;82,5;77,4;81,8;
Sala;1981;Västmanlands län;19;Kommunal;Pojkar;133;80,5;75,9;74,4;75,2;
Sala;1981;Västmanlands län;19;Kommunal;Samtliga;270;82,6;79,3;75,9;78,5;
Salem;0128;Stockholms län;01;Samtliga;Flickor;106;84,0;82,1;81,1;80,2;
Salem;0128;Stockholms län;01;Samtliga;Pojkar;99;81,8;81,8;80,8;81,8;
Salem;0128;Stockholms län;01;Samtliga;Samtliga;205;82,9;82,0;81,0;81,0;
Salem;0128;Stockholms län;01;Kommunal;Flickor;94;84,0;81,9;80,9;79,8;
Salem;0128;Stockholms län;01;Kommunal;Pojkar;86;81,4;81,4;80,2;81,4;
Salem;0128;Stockholms län;01;Kommunal;Samtliga;180;82,8;81,7;80,6;80,6;
Salem;0128;Stockholms län;01;Enskild;Flickor;12;~100;~100;~100;~100;
Salem;0128;Stockholms län;01;Enskild;Pojkar;13;~100;~100;~100;~100;
Salem;0128;Stockholms län;01;Enskild;Samtliga;25;~100;~100;~100;~100;
Sandviken;2181;Gävleborgs län;21;Samtliga;Flickor;196;74,0;74,0;69,4;71,4;
Sandviken;2181;Gävleborgs län;21;Samtliga;Pojkar;191;72,8;71,2;67,0;67,5;
Sandviken;2181;Gävleborgs län;21;Samtliga;Samtliga;387;73,4;72,6;68,2;69,5;
Sandviken;2181;Gävleborgs län;21;Kommunal;Flickor;189;73,0;73,0;68,3;70,4;
Sandviken;2181;Gävleborgs län;21;Kommunal;Pojkar;177;70,6;68,9;64,4;65,0;
Sandviken;2181;Gävleborgs län;21;Kommunal;Samtliga;366;71,9;71,0;66,4;67,8;
Sandviken;2181;Gävleborgs län;21;Enskild;Flickor;7;100,0;100,0;100,0;100,0;
Sandviken;2181;Gävleborgs län;21;Enskild;Pojkar;14;100,0;100,0;100,0;100,0;
Sandviken;2181;Gävleborgs län;21;Enskild;Samtliga;21;100,0;100,0;100,0;100,0;
Sigtuna;0191;Stockholms län;01;Samtliga;Flickor;298;81,0;79,6;77,2;75,4;
Sigtuna;0191;Stockholms län;01;Samtliga;Pojkar;345;79,0;76,6;73,6;75,1;
Sigtuna;0191;Stockholms län;01;Samtliga;Samtliga;643;79,9;78,0;75,2;75,2;
Sigtuna;0191;Stockholms län;01;Kommunal;Flickor;229;78,2;76,9;75,5;74,2;
Sigtuna;0191;Stockholms län;01;Kommunal;Pojkar;250;72,4;71,2;67,6;70,4;
Sigtuna;0191;Stockholms län;01;Kommunal;Samtliga;479;75,2;73,9;71,4;72,2;
Sigtuna;0191;Stockholms län;01;Enskild;Flickor;69;..;90,0;83,3;80,0;
Sigtuna;0191;Stockholms län;01;Enskild;Pojkar;95;~100;92,8;91,6;89,2;
Sigtuna;0191;Stockholms län;01;Enskild;Samtliga;164;95,8;91,6;88,1;85,3;
Simrishamn;1291;Skåne län;12;Samtliga;Flickor;87;83,9;81,6;74,7;78,2;
Simrishamn;1291;Skåne län;12;Samtliga;Pojkar;103;83,5;81,6;72,8;75,7;
Simrishamn;1291;Skåne län;12;Samtliga;Samtliga;190;83,7;81,6;73,7;76,8;
Simrishamn;1291;Skåne län;12;Kommunal;Flickor;66;80,3;77,3;68,2;72,7;
Simrishamn;1291;Skåne län;12;Kommunal;Pojkar;73;80,8;78,1;65,8;69,9;
Simrishamn;1291;Skåne län;12;Kommunal;Samtliga;139;80,6;77,7;66,9;71,2;
Simrishamn;1291;Skåne län;12;Enskild;Flickor;21;~100;~100;~100;~100;
Simrishamn;1291;Skåne län;12;Enskild;Pojkar;30;~100;~100;~100;~100;
Simrishamn;1291;Skåne län;12;Enskild;Samtliga;51;~100;~100;~100;~100;
Sjöbo;1265;Skåne län;12;Samtliga;Flickor;49;65,3;63,3;59,2;61,2;
Sjöbo;1265;Skåne län;12;Samtliga;Pojkar;75;74,7;70,7;69,3;61,3;
Sjöbo;1265;Skåne län;12;Samtliga;Samtliga;124;71,0;67,7;65,3;61,3;
Sjöbo;1265;Skåne län;12;Kommunal;Flickor;49;65,3;63,3;59,2;61,2;
Sjöbo;1265;Skåne län;12;Kommunal;Pojkar;68;72,1;69,1;67,6;61,8;
Sjöbo;1265;Skåne län;12;Kommunal;Samtliga;117;69,2;66,7;64,1;61,5;
Sjöbo;1265;Skåne län;12;Enskild;Flickor;.;.;.;.;.;
Sjöbo;1265;Skåne län;12;Enskild;Pojkar;7;100,0;~100;~100;..;
Sjöbo;1265;Skåne län;12;Enskild;Samtliga;7;100,0;~100;~100;..;
Skara;1495;Västra Götalands län;14;Samtliga;Flickor;100;82,0;80,0;79,0;77,0;
Skara;1495;Västra Götalands län;14;Samtliga;Pojkar;103;75,7;74,8;73,8;71,8;
Skara;1495;Västra Götalands län;14;Samtliga;Samtliga;203;78,8;77,3;76,4;74,4;
Skara;1495;Västra Götalands län;14;Kommunal;Flickor;87;81,6;79,3;78,2;75,9;
Skara;1495;Västra Götalands län;14;Kommunal;Pojkar;86;72,1;70,9;69,8;67,4;
Skara;1495;Västra Götalands län;14;Kommunal;Samtliga;173;76,9;75,1;74,0;71,7;
Skara;1495;Västra Götalands län;14;Enskild;Flickor;13;~100;~100;~100;~100;
Skara;1495;Västra Götalands län;14;Enskild;Pojkar;17;~100;~100;~100;~100;
Skara;1495;Västra Götalands län;14;Enskild;Samtliga;30;~100;~100;~100;~100;
Skellefteå;2482;Västerbottens län;24;Samtliga;Flickor;424;84,3;82,9;81,0;81,5;
Skellefteå;2482;Västerbottens län;24;Samtliga;Pojkar;444;85,5;84,8;82,4;83,3;
Skellefteå;2482;Västerbottens län;24;Samtliga;Samtliga;868;84,9;83,9;81,7;82,4;
Skellefteå;2482;Västerbottens län;24;Kommunal;Flickor;379;85,8;84,2;82,3;82,6;
Skellefteå;2482;Västerbottens län;24;Kommunal;Pojkar;405;85,9;85,2;82,5;84,0;
Skellefteå;2482;Västerbottens län;24;Kommunal;Samtliga;784;85,8;84,7;82,4;83,3;
Skellefteå;2482;Västerbottens län;24;Enskild;Flickor;45;71,4;71,4;69,0;71,4;
